threat_name,sig_type,sig_data
"_!Coulomb.A","SIGNATURE_TYPE_THREAT_END","1FDB0100"
"_!Conhook.I","SIGNATURE_TYPE_THREAT_BEGIN","AFDB01000000010008000B00AC21436F6E686F6F6B2E490000014005835D000400"
"_!Conhook.I","SIGNATURE_TYPE_PEHSTR","0300030003000001000A6809000000680EF2F84F01000A680D00000068C22B125701000A680100000068A67EC6410000"
"_!Conhook.I","SIGNATURE_TYPE_THREAT_END","AFDB0100"
"_!CyberBill.A","SIGNATURE_TYPE_THREAT_BEGIN","D7DB0100000001000B000D00F421437962657242696C6C2E4100000140058224000400"
"_!CyberBill.A","SIGNATURE_TYPE_PEHSTR","0A000A000D0000030041687474703A2F2F7777772E686F746475746368706F726E2E6E65742F63622F736372697074732F6765744164647265737346726F6D49502E7068703F776D69643D03000F437962657262696C6C4469616C657203001655524C3A437962657262696C6C2050726F746F636F6C03000C7E7E7E7E7E7E7E7E2E68746D02000B437962657262696C6C4E470200086469616C746F6E6502001225636F756E7472792C4572726F7255726C2C010016687474703A2F2F6469616C696E2E62756E6D2E64652F010015687474703A2F2F7777772E692D636173682E64652F010015687474703A2F2F7777772E6E657466652E6F72672F01001C687474703A2F2F6469616C696E2E636F6D6F6E6C696E652E6E65742F010018687474703A2F2F6469616C696E2E646E6962762E636F6D2F0100126D6F7A696C6C6177696E646F77636C6173730000"
"_!CyberBill.A","SIGNATURE_TYPE_THREAT_END","D7DB0100"
"_!Cinmus.F","SIGNATURE_TYPE_THREAT_BEGIN","BBDC01000000010008000A00AC2143696E6D75732E460000014004833F000400"
"_!Cinmus.F","SIGNATURE_TYPE_PEHSTR","090009000700000400220100446F535353657475702E444C4C0044657350726F00446F53535365747570000001000C4669727374496E7374616C6C010006766572696F6E010013646464642C204D4D4D4D2064642C20797979790100124765744C617374416374697665506F7075700100163C70726F6772616D206E616D6520756E6B6E6F776E3E01000C4372656174654D75746578410000"
"_!Cinmus.F","SIGNATURE_TYPE_THREAT_END","BBDC0100"
"MonitoringTool:Win32/Demonkey","SIGNATURE_TYPE_THREAT_BEGIN","51DF0100000001000C001D004D6F6E69746F72696E67546F6F6C3A57696E33322F44656D6F6E6B657900000140058232000400"
"MonitoringTool:Win32/Demonkey","SIGNATURE_TYPE_PEHSTR","0C000C000600000500E0530059005300540045004D005C0043006F006E00740072006F006C005300650074003000300031005C00530065007200760069006300650073005C005300680061007200650064004100630063006500730073005C0050006100720061006D00650074006500720073005C004600690072006500770061006C006C0050006F006C006900630079005C005300740061006E006400610072006400500072006F00660069006C0065005C0041007500740068006F00720069007A00650064004100700070006C00690063006100740069006F006E0073005C004C006900730074000300205C0064007200690076006500720073005C00660072002E00620061007400000002001642792044656D6F6E204B65796C6F6767657220312E300100385C006600740070002E006500780065003A002A003A0045006E00610062006C00650064003A004D006900630072006F0073006F006600740001004E63006D00640020002F0063002000640065006C0020002500730079007300740065006D0072006F006F00740025005C00730079007300740065006D00330032005C00640064002E0074007800740001002E7400610073006B006B0069006C006C0020002F00660020002F0069006D0020006F0073006B002E006500780065000000"
"MonitoringTool:Win32/Demonkey","SIGNATURE_TYPE_THREAT_END","51DF0100"
"_!Cinmus.H","SIGNATURE_TYPE_THREAT_BEGIN","96DF01000000010008000A00AC2143696E6D75732E480000014004833F000400"
"_!Cinmus.H","SIGNATURE_TYPE_PEHSTR","080008000500000500205C4472697665725C6F626A6672655C693338365C616370696469736B2E70646202002257696E646F777320447269766572204D616E616765722052756E6E696E672025732101001E57696E646F77732053797374656D2044726976657220537461727465642101001347657453797374656D4469726563746F72795701001A50734C6F6F6B757050726F63657373427950726F6365737349640000"
"_!Cinmus.H","SIGNATURE_TYPE_THREAT_END","96DF0100"
"_!Killav.EF","SIGNATURE_TYPE_THREAT_BEGIN","30E301000000010008000B00AC214B696C6C61762E454600000140058300000000"
"_!Killav.EF","SIGNATURE_TYPE_PEHSTR","050005000500000100A05F00410056005000430043002E004500580045002C005F004100560050004D002C005F004100560050004D002E004500580045002C00410063006B00570069006E00330032002C00410063006B00570069006E00330032002C00410043004B00570049004E00330032002C00410063006B00570069006E00330032002E006500780065002C00410063006B00570069006E00330032002E006500780065002C0001001B41564B696C6C5F42795F5448696147303445766552006373727373010010004D697374614B696C6C65723535300001000C4D535642564D36302E444C4C01000B4F70656E50726F636573730000"
"_!Killav.EF","SIGNATURE_TYPE_THREAT_END","30E30100"
